Date,Floor,State,Area,Rooms,Type
26-11-2010,1,Daman & Diu,1836,3,Rent
26-11-2010,1,Jammu & Kashmir,2243,2,Rent
13-12-2010,1,Delhi,1220,3,Rent
13-12-2010,1,Rajasthan,895,3,Rent
14-12-2010,0,A & N Islands,936,1,Rent
14-12-2010,3,Chhattisgarh,983,2,Rent
14-12-2010,0,Haryana,2196,1,Rent
14-12-2010,0,Meghalaya,1856,1,Rent
14-12-2010,1,Tamil Nadu,2299,1,Rent
14-02-2011,3,A & N Islands,1458,3,Rent
14-02-2011,1,Daman & Diu,1187,3,Rent
14-02-2011,0,Delhi,1409,3,Rent
14-02-2011,0,Jammu & Kashmir,924,1,Rent
14-02-2011,3,Rajasthan,2051,2,Rent
23-02-2011,3,Chandigarh,1919,3,Rent
23-02-2011,0,Gujarat,854,1,Rent
23-02-2011,0,Himachal Pradesh,2233,3,Rent
23-02-2011,0,Orissa,2391,1,Rent
23-02-2011,3,Telangana,1391,1,Rent
10/3/2011,3,Chhattisgarh,1248,3,Rent
10/3/2011,3,Gujarat,2089,2,Rent
10/3/2011,0,Meghalaya,1904,3,Rent
10/3/2011,0,Orissa,1448,1,Rent
11/3/2011,2,Gujarat,2221,1,Rent
11/3/2011,1,Orissa,2124,3,Rent
23-04-2011,1,A & N Islands,1285,3,Rent
23-04-2011,2,Chhattisgarh,1800,3,Rent
23-04-2011,2,Haryana,1361,1,Rent
23-04-2011,3,Meghalaya,2199,2,Rent
23-04-2011,0,Tamil Nadu,2019,2,Rent
25-04-2011,2,Jammu & Kashmir,1448,3,Rent
25-04-2011,1,Karnataka,1943,1,Rent
2/5/2011,0,Chhattisgarh,940,1,Rent
2/5/2011,0,Gujarat,1862,3,Rent
2/5/2011,3,Meghalaya,690,2,Rent
2/5/2011,1,Orissa,2132,2,Rent
14-05-2011,3,A & N Islands,1390,1,Rent
14-05-2011,2,Chandigarh,1722,2,Rent
14-05-2011,1,Daman & Diu,975,3,Rent
14-05-2011,0,Himachal Pradesh,1204,3,Rent
14-05-2011,0,Jammu & Kashmir,1344,3,Rent
14-05-2011,0,Telangana,1837,3,Rent
22-06-2011,1,A & N Islands,826,1,Rent
22-06-2011,1,Chandigarh,1675,1,Rent
22-06-2011,3,Chhattisgarh,972,3,Rent
22-06-2011,3,Chhattisgarh,2243,1,Rent
22-06-2011,3,Haryana,600,3,Rent
22-06-2011,1,Himachal Pradesh,1474,2,Rent
22-06-2011,0,Meghalaya,1483,1,Rent
22-06-2011,3,Meghalaya,1676,1,Rent
22-06-2011,3,Tamil Nadu,1694,2,Rent
22-06-2011,0,Telangana,866,2,Rent
10/7/2011,3,A & N Islands,667,2,Rent
10/7/2011,0,A & N Islands,960,1,Rent
10/7/2011,0,Chhattisgarh,1480,2,Rent
10/7/2011,0,Daman & Diu,1836,3,Rent
10/7/2011,2,Daman & Diu,1717,1,Rent
10/7/2011,3,Delhi,2148,1,Rent
10/7/2011,1,Jammu & Kashmir,752,3,Rent
10/7/2011,0,Jammu & Kashmir,1818,3,Rent
10/7/2011,1,Meghalaya,2265,2,Rent
10/7/2011,1,Rajasthan,1678,2,Rent
19-07-2011,3,Delhi,1728,3,Rent
19-07-2011,3,Gujarat,1912,1,Rent
19-07-2011,3,Orissa,1584,2,Rent
19-07-2011,3,Rajasthan,1570,2,Rent
10/8/2011,1,Chandigarh,1093,1,Rent
10/8/2011,0,Himachal Pradesh,1831,2,Rent
10/8/2011,1,Telangana,1422,2,Rent
13-08-2011,2,Delhi,1871,2,Rent
13-08-2011,1,Rajasthan,2116,3,Rent
17-10-2011,1,Delhi,1023,2,Rent
17-10-2011,0,Gujarat,712,1,Rent
17-10-2011,2,Orissa,1140,3,Rent
17-10-2011,0,Rajasthan,1919,2,Rent
21-10-2011,3,Delhi,863,3,Rent
21-10-2011,0,Rajasthan,1267,2,Rent
7/11/2011,3,Delhi,852,3,Rent
7/11/2011,2,Haryana,1810,1,Rent
7/11/2011,3,Rajasthan,1699,2,Rent
7/11/2011,1,Uttarakhand,2252,3,Rent
2/12/2011,1,A & N Islands,1307,1,Rent
2/12/2011,1,D & N Haveli,1413,2,Rent
2/12/2011,2,Delhi,993,3,Rent
2/12/2011,3,Jammu & Kashmir,1563,2,Rent
2/12/2011,0,Rajasthan,1638,2,Rent
15-12-2011,0,Chhattisgarh,1280,3,Rent
15-12-2011,1,Meghalaya,1921,2,Rent
18-12-2011,3,Chhattisgarh,740,3,Rent
18-12-2011,1,Gujarat,2303,2,Rent
18-12-2011,2,Meghalaya,868,2,Rent
18-12-2011,1,Orissa,1107,1,Rent
14-01-2012,2,Chhattisgarh,2125,1,Rent
14-01-2012,1,Goa,1105,3,Rent
14-01-2012,1,Meghalaya,1752,2,Rent
14-01-2012,3,Orissa,1893,1,Rent
18-01-2012,0,Chhattisgarh,2332,1,Rent
18-01-2012,3,Meghalaya,1347,3,Rent
23-01-2012,1,A & N Islands,919,3,Rent
23-01-2012,0,Chhattisgarh,2250,2,Rent
23-01-2012,0,Chhattisgarh,1703,1,Rent
23-01-2012,3,Goa,1914,2,Rent
23-01-2012,3,Haryana,756,1,Rent
23-01-2012,3,Meghalaya,972,2,Rent
23-01-2012,3,Meghalaya,1335,2,Rent
23-01-2012,3,Orissa,1542,1,Rent
23-01-2012,3,Tamil Nadu,1020,3,Rent
21-02-2012,1,Chandigarh,1498,3,Rent
21-02-2012,1,Chhattisgarh,1815,2,Rent
21-02-2012,2,Himachal Pradesh,1291,1,Rent
21-02-2012,1,Meghalaya,1275,3,Rent
21-02-2012,0,Telangana,1457,3,Rent
26-02-2012,1,Chandigarh,2264,3,Rent
26-02-2012,2,Chhattisgarh,819,3,Rent
26-02-2012,3,Himachal Pradesh,2332,3,Rent
26-02-2012,1,Meghalaya,1446,2,Rent
26-02-2012,1,Telangana,1593,3,Rent
18-03-2012,1,A & N Islands,2295,1,Rent
18-03-2012,3,D & N Haveli,2106,1,Rent
18-03-2012,1,Jammu & Kashmir,1545,2,Rent
20-03-2012,3,A & N Islands,1788,3,Rent
20-03-2012,0,Daman & Diu,621,2,Rent
20-03-2012,1,Delhi,1291,3,Rent
20-03-2012,0,Jammu & Kashmir,1738,3,Rent
20-03-2012,2,Rajasthan,686,1,Rent
26-03-2012,2,Delhi,898,1,Rent
26-03-2012,1,Haryana,1358,3,Rent
26-03-2012,0,Rajasthan,2237,1,Rent
26-03-2012,0,Uttarakhand,2143,1,Rent
2/5/2012,3,Chhattisgarh,629,2,Rent
2/5/2012,1,Chhattisgarh,1203,3,Rent
2/5/2012,1,Goa,1427,2,Rent
2/5/2012,2,Goa,651,1,Rent
2/5/2012,2,Meghalaya,1330,2,Rent
2/5/2012,0,Meghalaya,615,1,Rent
2/5/2012,0,Orissa,1116,3,Rent
2/5/2012,3,Orissa,796,1,Rent
7/6/2012,0,Delhi,1109,3,Rent
7/6/2012,1,Haryana,1168,1,Rent
7/6/2012,0,Kerala,1282,2,Rent
7/6/2012,1,Uttarakhand,628,1,Rent
10/6/2012,0,Chhattisgarh,1825,1,Rent
10/6/2012,0,Chhattisgarh,671,2,Rent
10/6/2012,0,Goa,2284,2,Rent
10/6/2012,1,Goa,2124,3,Rent
10/6/2012,1,Meghalaya,1635,3,Rent
10/6/2012,2,Meghalaya,2299,1,Rent
10/6/2012,3,Orissa,1717,3,Rent
10/6/2012,1,Orissa,719,3,Rent
26-07-2012,2,Chandigarh,1245,3,Rent
26-07-2012,0,Himachal Pradesh,1486,1,Rent
26-07-2012,1,Jammu & Kashmir,1130,1,Rent
26-07-2012,1,Karnataka,1510,1,Rent
26-07-2012,0,Telangana,1132,3,Rent
18-08-2012,3,Delhi,2385,3,Rent
18-08-2012,3,Haryana,1181,1,Rent
18-08-2012,1,Kerala,1476,2,Rent
18-08-2012,3,Uttarakhand,1235,2,Rent
7/9/2012,2,Chhattisgarh,2255,3,Rent
7/9/2012,1,Delhi,820,1,Rent
7/9/2012,3,Goa,1884,2,Rent
7/9/2012,0,Goa,1939,1,Rent
7/9/2012,0,Kerala,912,1,Rent
7/9/2012,3,Meghalaya,1155,1,Rent
7/9/2012,1,Orissa,753,2,Rent
7/9/2012,1,Orissa,2021,2,Rent
23-09-2012,2,A & N Islands,1477,1,Rent
23-09-2012,0,Daman & Diu,762,3,Rent
23-09-2012,1,Delhi,2153,1,Rent
23-09-2012,1,Jammu & Kashmir,715,2,Rent
23-09-2012,2,Kerala,1542,1,Rent
25-10-2012,2,D & N Haveli,952,1,Rent
25-10-2012,3,Delhi,1522,2,Rent
25-10-2012,3,Jammu & Kashmir,869,2,Rent
25-10-2012,3,Kerala,1687,1,Rent
25-10-2012,3,West Bengal,1235,3,Rent
7/11/2012,1,A & N Islands,902,2,Rent
7/11/2012,0,Chhattisgarh,1867,3,Rent
7/11/2012,0,Daman & Diu,1114,2,Rent
7/11/2012,2,Delhi,2121,3,Rent
7/11/2012,1,Goa,1646,1,Rent
7/11/2012,1,Jammu & Kashmir,1564,1,Rent
7/11/2012,1,Kerala,880,1,Rent
7/11/2012,3,Meghalaya,1789,3,Rent
7/11/2012,3,Orissa,796,2,Rent
16-01-2013,0,Chhattisgarh,1160,1,Rent
16-01-2013,3,Delhi,2233,2,Rent
16-01-2013,1,Goa,1669,1,Rent
16-01-2013,3,Goa,788,3,Rent
16-01-2013,3,Kerala,1657,2,Rent
16-01-2013,2,Meghalaya,1336,2,Rent
16-01-2013,0,Orissa,2363,3,Rent
16-01-2013,0,Orissa,1917,1,Rent
3/2/2013,2,A & N Islands,1090,1,Rent
3/2/2013,0,Chhattisgarh,1485,2,Rent
3/2/2013,0,Daman & Diu,2318,1,Rent
3/2/2013,1,Delhi,1260,3,Rent
3/2/2013,0,Goa,2197,2,Rent
3/2/2013,3,Jammu & Kashmir,1418,2,Rent
3/2/2013,1,Kerala,1808,2,Rent
3/2/2013,0,Meghalaya,1280,3,Rent
3/2/2013,2,Orissa,1104,3,Rent
8/2/2013,1,Goa,1002,1,Rent
8/2/2013,2,Orissa,1054,1,Rent
1/3/2013,0,D & N Haveli,1620,1,Rent
1/3/2013,2,Delhi,1874,1,Rent
1/3/2013,2,Jammu & Kashmir,707,3,Rent
1/3/2013,1,Kerala,2361,1,Rent
1/3/2013,1,West Bengal,855,2,Rent
12/3/2013,2,Chhattisgarh,1822,1,Rent
12/3/2013,3,Goa,1375,3,Rent
12/3/2013,3,Meghalaya,865,2,Rent
12/3/2013,3,Orissa,2044,3,Rent
25-03-2013,3,Jammu & Kashmir,1617,1,Rent
25-03-2013,1,Karnataka,2353,2,Rent
11/5/2013,2,Chhattisgarh,2040,3,Rent
11/5/2013,1,Chhattisgarh,904,2,Rent
11/5/2013,0,Goa,1998,1,Rent
11/5/2013,1,Goa,741,1,Rent
11/5/2013,2,Meghalaya,1323,3,Rent
11/5/2013,0,Meghalaya,1625,1,Rent
11/5/2013,2,Orissa,1046,2,Rent
11/5/2013,1,Orissa,950,3,Rent
17-05-2013,0,Chandigarh,1270,3,Rent
17-05-2013,2,Gujarat,2234,1,Rent
17-05-2013,3,Himachal Pradesh,1327,3,Rent
17-05-2013,3,Orissa,1430,3,Rent
17-05-2013,0,Telangana,1181,2,Rent
31-05-2013,2,Delhi,1855,2,Rent
31-05-2013,2,Himachal Pradesh,1708,3,Rent
31-05-2013,0,Kerala,1794,1,Rent
31-05-2013,3,Tripura,1990,2,Rent
31-05-2013,1,Uttar Pradesh,2267,1,Rent
18-06-2013,1,A & N Islands,2163,1,Rent
18-06-2013,0,Daman & Diu,1711,3,Rent
18-06-2013,3,Delhi,854,1,Rent
18-06-2013,1,Jammu & Kashmir,1203,1,Rent
18-06-2013,3,Kerala,949,2,Rent
30-06-2013,3,A & N Islands,1211,3,Rent
30-06-2013,0,Chandigarh,1640,2,Rent
30-06-2013,1,Chandigarh,885,3,Rent
30-06-2013,1,Chhattisgarh,641,3,Rent
30-06-2013,3,Daman & Diu,1254,3,Rent
30-06-2013,0,Himachal Pradesh,1790,3,Rent
30-06-2013,2,Himachal Pradesh,607,1,Rent
30-06-2013,2,Jammu & Kashmir,1044,2,Rent
30-06-2013,3,Meghalaya,1816,3,Rent
30-06-2013,0,Telangana,1186,3,Rent
30-06-2013,3,Telangana,2131,2,Rent
17-07-2013,2,A & N Islands,2377,2,Rent
17-07-2013,1,A & N Islands,2051,1,Rent
17-07-2013,0,Chhattisgarh,717,1,Rent
17-07-2013,2,Chhattisgarh,1354,1,Rent
17-07-2013,0,Haryana,1425,1,Rent
17-07-2013,0,Haryana,697,2,Rent
17-07-2013,2,Meghalaya,753,1,Rent
17-07-2013,0,Meghalaya,1639,3,Rent
17-07-2013,0,Tamil Nadu,1220,1,Rent
17-07-2013,0,Tamil Nadu,835,1,Rent
19-07-2013,1,Delhi,2206,2,Rent
19-07-2013,1,Haryana,1811,1,Rent
19-07-2013,1,Kerala,1574,3,Rent
19-07-2013,2,Uttarakhand,1325,3,Rent
24-07-2013,0,D & N Haveli,2101,1,Rent
24-07-2013,3,D & N Haveli,997,3,Rent
24-07-2013,2,Delhi,737,3,Rent
24-07-2013,3,Delhi,872,1,Rent
24-07-2013,1,Jammu & Kashmir,2306,1,Rent
24-07-2013,2,Jammu & Kashmir,1900,1,Rent
24-07-2013,1,Kerala,1679,1,Rent
24-07-2013,1,Kerala,1327,3,Rent
24-07-2013,3,West Bengal,1961,1,Rent
24-07-2013,1,West Bengal,889,3,Rent
31-08-2013,0,A & N Islands,621,1,Rent
31-08-2013,2,Chandigarh,1095,2,Rent
31-08-2013,1,Chhattisgarh,628,1,Rent
31-08-2013,2,Haryana,2074,3,Rent
31-08-2013,1,Haryana,932,2,Rent
31-08-2013,0,Himachal Pradesh,1661,3,Rent
31-08-2013,0,Meghalaya,2305,2,Rent
31-08-2013,0,Tamil Nadu,1390,3,Rent
31-08-2013,3,Telangana,2304,3,Rent
31-08-2013,1,Uttarakhand,2299,1,Rent
10/9/2013,0,A & N Islands,1512,2,Rent
10/9/2013,3,Chhattisgarh,2116,1,Rent
10/9/2013,2,Haryana,1249,1,Rent
10/9/2013,1,Meghalaya,953,3,Rent
10/9/2013,0,Tamil Nadu,1275,2,Rent
16-09-2013,2,A & N Islands,1064,1,Rent
16-09-2013,2,Daman & Diu,1766,1,Rent
16-09-2013,0,Delhi,1563,2,Rent
16-09-2013,1,Jammu & Kashmir,1943,2,Rent
16-09-2013,1,Kerala,2114,3,Rent
26-12-2013,1,Chandigarh,1630,3,Rent
26-12-2013,3,Himachal Pradesh,1594,3,Rent
26-12-2013,1,Telangana,1157,2,Rent
3/1/2014,3,Chandigarh,1670,3,Rent
3/1/2014,0,Haryana,1197,2,Rent
3/1/2014,0,Himachal Pradesh,2031,1,Rent
3/1/2014,0,Telangana,1616,1,Rent
3/1/2014,0,Uttarakhand,1394,3,Rent
11/1/2014,2,Chhattisgarh,1320,1,Rent
11/1/2014,1,Chhattisgarh,1885,2,Rent
11/1/2014,1,Goa,1816,2,Rent
11/1/2014,0,Goa,2297,2,Rent
11/1/2014,3,Meghalaya,2085,1,Rent
11/1/2014,1,Meghalaya,1471,1,Rent
11/1/2014,1,Orissa,1622,1,Rent
11/1/2014,3,Orissa,1935,2,Rent
13-02-2014,0,Delhi,960,3,Rent
13-02-2014,1,Kerala,2163,1,Rent
17-02-2014,1,Chhattisgarh,1891,2,Rent
17-02-2014,3,Goa,1475,3,Rent
17-02-2014,0,Meghalaya,1255,2,Rent
17-02-2014,2,Orissa,1361,2,Rent
18-02-2014,2,A & N Islands,1613,1,Rent
18-02-2014,0,Daman & Diu,1547,2,Rent
18-02-2014,1,Delhi,2389,3,Rent
18-02-2014,1,Jammu & Kashmir,1679,1,Rent
18-02-2014,2,Kerala,1224,2,Rent
27-02-2014,3,A & N Islands,1482,1,Rent
27-02-2014,2,Chhattisgarh,2250,1,Rent
27-02-2014,1,Daman & Diu,1698,1,Rent
27-02-2014,3,Jammu & Kashmir,1803,1,Rent
27-02-2014,1,Meghalaya,1130,3,Rent
15-04-2014,3,A & N Islands,832,1,Rent
15-04-2014,0,Chandigarh,798,2,Rent
15-04-2014,0,Chhattisgarh,2257,1,Rent
15-04-2014,2,Daman & Diu,727,2,Rent
15-04-2014,2,Delhi,902,3,Rent
15-04-2014,1,Himachal Pradesh,1791,2,Rent
15-04-2014,0,Jammu & Kashmir,1035,3,Rent
15-04-2014,0,Kerala,910,1,Rent
15-04-2014,3,Meghalaya,705,2,Rent
15-04-2014,1,Telangana,1877,1,Rent
9/5/2014,3,Chhattisgarh,1915,3,Rent
9/5/2014,1,D & N Haveli,2120,2,Rent
9/5/2014,3,Delhi,2349,3,Rent
9/5/2014,1,Goa,2325,2,Rent
9/5/2014,3,Jammu & Kashmir,1684,2,Rent
9/5/2014,0,Kerala,1987,2,Rent
9/5/2014,1,Meghalaya,2042,2,Rent
9/5/2014,3,Orissa,865,2,Rent
9/5/2014,0,West Bengal,878,1,Rent
21-05-2014,3,Chhattisgarh,1186,2,Rent
21-05-2014,0,Goa,1223,2,Rent
21-05-2014,1,Meghalaya,812,3,Rent
21-05-2014,2,Orissa,768,1,Rent
23-05-2014,1,D & N Haveli,881,3,Rent
23-05-2014,3,Jammu & Kashmir,1561,1,Rent
23-05-2014,1,West Bengal,1357,3,Rent
16-06-2014,0,Chhattisgarh,1939,1,Rent
16-06-2014,3,Chhattisgarh,2091,2,Rent
16-06-2014,2,Goa,1655,1,Rent
16-06-2014,2,Goa,1697,1,Rent
16-06-2014,1,Meghalaya,1668,3,Rent
16-06-2014,3,Meghalaya,1520,2,Rent
16-06-2014,1,Orissa,2124,2,Rent
16-06-2014,1,Orissa,908,3,Rent
6/7/2014,2,Chhattisgarh,2122,2,Rent
6/7/2014,3,Chhattisgarh,1848,1,Rent
6/7/2014,0,Goa,2005,1,Rent
6/7/2014,1,Goa,2171,2,Rent
6/7/2014,1,Meghalaya,863,3,Rent
6/7/2014,2,Meghalaya,2322,3,Rent
6/7/2014,0,Orissa,962,1,Rent
6/7/2014,3,Orissa,1308,3,Rent
16-07-2014,2,Chandigarh,2111,2,Rent
16-07-2014,2,Himachal Pradesh,1904,3,Rent
16-07-2014,0,Jammu & Kashmir,2124,3,Rent
16-07-2014,0,Karnataka,1667,1,Rent
16-07-2014,2,Telangana,1800,3,Rent
18-07-2014,3,A & N Islands,1587,3,Rent
18-07-2014,1,A & N Islands,658,1,Rent
18-07-2014,2,Chhattisgarh,1228,2,Rent
18-07-2014,2,Chhattisgarh,2243,1,Rent
18-07-2014,0,Haryana,994,2,Rent
18-07-2014,2,Haryana,2386,1,Rent
18-07-2014,1,Meghalaya,1847,3,Rent
18-07-2014,3,Meghalaya,907,3,Rent
18-07-2014,3,Tamil Nadu,2364,2,Rent
18-07-2014,2,Tamil Nadu,2032,3,Rent
25-07-2014,1,Chhattisgarh,1163,2,Rent
25-07-2014,0,D & N Haveli,2370,2,Rent
25-07-2014,3,Delhi,1149,3,Rent
25-07-2014,1,Goa,1220,3,Rent
25-07-2014,1,Jammu & Kashmir,2176,1,Rent
25-07-2014,2,Kerala,1239,3,Rent
25-07-2014,2,Meghalaya,706,1,Rent
25-07-2014,1,Orissa,1851,2,Rent
25-07-2014,3,West Bengal,993,3,Rent
29-08-2014,2,Himachal Pradesh,2308,3,Rent
29-08-2014,2,Tripura,2142,3,Rent
29-08-2014,1,Uttar Pradesh,1718,2,Rent
3/9/2014,2,Chhattisgarh,1581,3,Rent
3/9/2014,0,Goa,1330,2,Rent
3/9/2014,2,Meghalaya,1607,3,Rent
3/9/2014,1,Orissa,2177,2,Rent
1/10/2014,2,A & N Islands,656,3,Rent
1/10/2014,2,Chhattisgarh,2358,2,Rent
1/10/2014,0,Haryana,2157,2,Rent
1/10/2014,3,Meghalaya,2038,3,Rent
1/10/2014,0,Tamil Nadu,1320,1,Rent
11/10/2014,3,A & N Islands,2034,2,Rent
11/10/2014,2,Chhattisgarh,1963,1,Rent
11/10/2014,0,D & N Haveli,2220,1,Rent
11/10/2014,3,Daman & Diu,1980,2,Rent
