Date,Floor,State,Area,Rooms,Type
17-10-2011,3,Delhi,621,1,Rent
17-10-2011,1,Gujarat,1468,1,Rent
17-10-2011,0,Orissa,1208,3,Rent
17-10-2011,3,Rajasthan,727,2,Rent
21-10-2011,1,Delhi,1885,2,Rent
21-10-2011,3,Rajasthan,1143,1,Rent
7/11/2011,0,Delhi,1735,3,Rent
7/11/2011,0,Haryana,1016,2,Rent
7/11/2011,0,Rajasthan,1283,1,Rent
7/11/2011,1,Uttarakhand,1351,3,Rent
2/12/2011,0,A & N Islands,1549,1,Rent
2/12/2011,1,D & N Haveli,808,2,Rent
2/12/2011,2,Delhi,2037,3,Rent
2/12/2011,3,Jammu & Kashmir,1428,3,Rent
2/12/2011,2,Rajasthan,1144,1,Rent
15-12-2011,3,Chhattisgarh,2154,1,Rent
15-12-2011,2,Meghalaya,2010,1,Rent
18-12-2011,3,Chhattisgarh,896,2,Rent
18-12-2011,2,Gujarat,1660,3,Rent
18-12-2011,2,Meghalaya,1743,3,Rent
18-12-2011,0,Orissa,778,1,Rent
14-01-2012,0,Chhattisgarh,1701,2,Rent
14-01-2012,1,Goa,2273,1,Rent
14-01-2012,1,Meghalaya,1819,1,Rent
14-01-2012,0,Orissa,2379,3,Rent
18-01-2012,1,Chhattisgarh,2196,1,Rent
18-01-2012,3,Meghalaya,1991,3,Rent
23-01-2012,3,A & N Islands,1814,3,Rent
23-01-2012,2,Chhattisgarh,2289,2,Rent
23-01-2012,0,Chhattisgarh,806,1,Rent
23-01-2012,2,Goa,1749,2,Rent
23-01-2012,1,Haryana,2237,3,Rent
23-01-2012,1,Meghalaya,2342,1,Rent
23-01-2012,2,Meghalaya,1684,3,Rent
23-01-2012,1,Orissa,1585,2,Rent
23-01-2012,2,Tamil Nadu,2188,2,Rent
21-02-2012,3,Chandigarh,1855,3,Rent
21-02-2012,2,Chhattisgarh,1481,2,Rent
21-02-2012,2,Himachal Pradesh,711,3,Rent
21-02-2012,0,Meghalaya,1479,2,Rent
21-02-2012,1,Telangana,2327,1,Rent
26-02-2012,1,Chandigarh,812,2,Rent
26-02-2012,0,Chhattisgarh,1505,1,Rent
26-02-2012,1,Himachal Pradesh,686,2,Rent
26-02-2012,1,Meghalaya,1732,3,Rent
26-02-2012,2,Telangana,1387,3,Rent
18-03-2012,0,A & N Islands,1493,3,Rent
18-03-2012,3,D & N Haveli,1415,1,Rent
18-03-2012,2,Jammu & Kashmir,1622,2,Rent
20-03-2012,1,A & N Islands,940,2,Rent
20-03-2012,1,Daman & Diu,614,2,Rent
20-03-2012,0,Delhi,2181,3,Rent
20-03-2012,3,Jammu & Kashmir,909,3,Rent
20-03-2012,0,Rajasthan,771,2,Rent
26-03-2012,2,Delhi,1721,3,Rent
26-03-2012,2,Haryana,1469,2,Rent
26-03-2012,2,Rajasthan,912,1,Rent
26-03-2012,1,Uttarakhand,718,1,Rent
2/5/2012,1,Chhattisgarh,648,1,Rent
2/5/2012,0,Chhattisgarh,2163,2,Rent
2/5/2012,2,Goa,1492,3,Rent
2/5/2012,2,Goa,1156,3,Rent
2/5/2012,3,Meghalaya,1690,2,Rent
2/5/2012,2,Meghalaya,1899,3,Rent
2/5/2012,2,Orissa,899,1,Rent
2/5/2012,3,Orissa,2087,3,Rent
7/6/2012,1,Delhi,1490,3,Rent
7/6/2012,2,Haryana,746,1,Rent
7/6/2012,0,Kerala,1602,3,Rent
7/6/2012,1,Uttarakhand,1927,3,Rent
10/6/2012,2,Chhattisgarh,1111,1,Rent
10/6/2012,1,Chhattisgarh,1147,1,Rent
10/6/2012,2,Goa,1002,2,Rent
10/6/2012,1,Goa,1715,1,Rent
10/6/2012,0,Meghalaya,2316,1,Rent
10/6/2012,0,Meghalaya,2069,1,Rent
10/6/2012,2,Orissa,1784,1,Rent
10/6/2012,0,Orissa,1742,3,Rent
26-07-2012,1,Chandigarh,1312,2,Rent
26-07-2012,1,Himachal Pradesh,2168,2,Rent
26-07-2012,0,Jammu & Kashmir,2145,3,Rent
26-07-2012,3,Karnataka,1720,1,Rent
26-07-2012,2,Telangana,1929,2,Rent
18-08-2012,1,Delhi,1876,2,Rent
18-08-2012,0,Haryana,2115,1,Rent
18-08-2012,0,Kerala,1598,1,Rent
18-08-2012,1,Uttarakhand,1538,2,Rent
7/9/2012,3,Chhattisgarh,2384,1,Rent
7/9/2012,0,Delhi,2048,2,Rent
7/9/2012,0,Goa,2052,3,Rent
7/9/2012,3,Goa,1208,2,Rent
7/9/2012,0,Kerala,1179,1,Rent
7/9/2012,0,Meghalaya,1920,2,Rent
7/9/2012,0,Orissa,1926,1,Rent
7/9/2012,2,Orissa,2167,3,Rent
23-09-2012,3,A & N Islands,2327,1,Rent
23-09-2012,0,Daman & Diu,981,3,Rent
23-09-2012,1,Delhi,898,3,Rent
23-09-2012,3,Jammu & Kashmir,1427,1,Rent
23-09-2012,0,Kerala,2166,2,Rent
25-10-2012,2,D & N Haveli,1299,3,Rent
25-10-2012,2,Delhi,2164,3,Rent
25-10-2012,0,Jammu & Kashmir,1488,2,Rent
25-10-2012,2,Kerala,1200,2,Rent
25-10-2012,2,West Bengal,1086,2,Rent
7/11/2012,0,A & N Islands,1850,3,Rent
7/11/2012,2,Chhattisgarh,2183,3,Rent
7/11/2012,0,Daman & Diu,1991,2,Rent
7/11/2012,1,Delhi,720,1,Rent
7/11/2012,2,Goa,1871,1,Rent
7/11/2012,2,Jammu & Kashmir,1098,2,Rent
7/11/2012,3,Kerala,865,1,Rent
7/11/2012,3,Meghalaya,803,3,Rent
7/11/2012,3,Orissa,1199,2,Rent
16-01-2013,1,Chhattisgarh,1055,2,Rent
16-01-2013,2,Delhi,651,2,Rent
16-01-2013,3,Goa,1763,1,Rent
16-01-2013,3,Goa,1381,1,Rent
16-01-2013,2,Kerala,2335,2,Rent
16-01-2013,1,Meghalaya,1412,1,Rent
16-01-2013,1,Orissa,814,2,Rent
16-01-2013,3,Orissa,931,2,Rent
3/2/2013,2,A & N Islands,1271,1,Rent
3/2/2013,2,Chhattisgarh,1267,2,Rent
3/2/2013,2,Daman & Diu,1866,2,Rent
3/2/2013,3,Delhi,1075,2,Rent
3/2/2013,2,Goa,1108,2,Rent
3/2/2013,0,Jammu & Kashmir,1243,1,Rent
3/2/2013,0,Kerala,1735,3,Rent
3/2/2013,0,Meghalaya,1298,1,Rent
3/2/2013,1,Orissa,1788,3,Rent
8/2/2013,2,Goa,1718,2,Rent
8/2/2013,1,Orissa,2262,2,Rent
1/3/2013,2,D & N Haveli,2390,3,Rent
1/3/2013,0,Delhi,1067,1,Rent
1/3/2013,0,Jammu & Kashmir,676,1,Rent
1/3/2013,0,Kerala,1017,1,Rent
1/3/2013,0,West Bengal,1926,3,Rent
12/3/2013,1,Chhattisgarh,638,1,Rent
12/3/2013,0,Goa,1998,2,Rent
12/3/2013,0,Meghalaya,1558,1,Rent
12/3/2013,2,Orissa,693,3,Rent
25-03-2013,1,Jammu & Kashmir,2068,2,Rent
25-03-2013,2,Karnataka,682,1,Rent
11/5/2013,2,Chhattisgarh,1577,2,Rent
11/5/2013,2,Chhattisgarh,1374,1,Rent
11/5/2013,1,Goa,1548,2,Rent
11/5/2013,1,Goa,1590,1,Rent
11/5/2013,3,Meghalaya,1667,1,Rent
11/5/2013,1,Meghalaya,684,1,Rent
11/5/2013,2,Orissa,1194,2,Rent
11/5/2013,0,Orissa,1928,1,Rent
17-05-2013,1,Chandigarh,1806,1,Rent
17-05-2013,1,Gujarat,1098,3,Rent
17-05-2013,1,Himachal Pradesh,1213,1,Rent
17-05-2013,2,Orissa,1675,2,Rent
17-05-2013,0,Telangana,825,3,Rent
31-05-2013,2,Delhi,2268,1,Rent
31-05-2013,1,Himachal Pradesh,1119,2,Rent
31-05-2013,2,Kerala,1951,3,Rent
31-05-2013,2,Tripura,994,1,Rent
31-05-2013,1,Uttar Pradesh,2316,2,Rent
18-06-2013,1,A & N Islands,786,3,Rent
18-06-2013,1,Daman & Diu,1881,2,Rent
18-06-2013,2,Delhi,1780,1,Rent
18-06-2013,0,Jammu & Kashmir,2140,1,Rent
18-06-2013,3,Kerala,1584,3,Rent
30-06-2013,1,A & N Islands,1404,2,Rent
30-06-2013,2,Chandigarh,2092,3,Rent
30-06-2013,1,Chandigarh,2226,2,Rent
30-06-2013,0,Chhattisgarh,903,1,Rent
30-06-2013,0,Daman & Diu,2003,1,Rent
30-06-2013,0,Himachal Pradesh,1345,3,Rent
30-06-2013,1,Himachal Pradesh,1234,1,Rent
30-06-2013,2,Jammu & Kashmir,1188,3,Rent
30-06-2013,2,Meghalaya,795,3,Rent
30-06-2013,0,Telangana,779,3,Rent
30-06-2013,0,Telangana,1417,3,Rent
17-07-2013,1,A & N Islands,1472,2,Rent
17-07-2013,0,A & N Islands,2296,1,Rent
17-07-2013,1,Chhattisgarh,1088,3,Rent
17-07-2013,0,Chhattisgarh,2259,1,Rent
17-07-2013,2,Haryana,2101,1,Rent
17-07-2013,2,Haryana,2393,1,Rent
17-07-2013,0,Meghalaya,1209,1,Rent
17-07-2013,2,Meghalaya,1114,3,Rent
17-07-2013,3,Tamil Nadu,1015,2,Rent
17-07-2013,3,Tamil Nadu,975,3,Rent
19-07-2013,3,Delhi,1886,3,Rent
19-07-2013,3,Haryana,1708,1,Rent
19-07-2013,3,Kerala,2377,1,Rent
19-07-2013,3,Uttarakhand,1875,1,Rent
24-07-2013,2,D & N Haveli,950,2,Rent
24-07-2013,2,D & N Haveli,865,2,Rent
24-07-2013,0,Delhi,1418,2,Rent
24-07-2013,1,Delhi,689,2,Rent
24-07-2013,1,Jammu & Kashmir,836,2,Rent
24-07-2013,1,Jammu & Kashmir,1914,2,Rent
24-07-2013,0,Kerala,1048,1,Rent
24-07-2013,1,Kerala,946,1,Rent
24-07-2013,3,West Bengal,1826,2,Rent
24-07-2013,0,West Bengal,1861,2,Rent
31-08-2013,0,A & N Islands,764,1,Rent
31-08-2013,3,Chandigarh,1370,2,Rent
31-08-2013,2,Chhattisgarh,1475,3,Rent
31-08-2013,3,Haryana,761,3,Rent
31-08-2013,2,Haryana,1372,3,Rent
31-08-2013,1,Himachal Pradesh,1089,1,Rent
31-08-2013,0,Meghalaya,1753,2,Rent
31-08-2013,1,Tamil Nadu,1650,2,Rent
31-08-2013,0,Telangana,1455,3,Rent
31-08-2013,3,Uttarakhand,1218,2,Rent
10/9/2013,1,A & N Islands,684,2,Rent
10/9/2013,1,Chhattisgarh,1221,2,Rent
10/9/2013,1,Haryana,837,2,Rent
10/9/2013,2,Meghalaya,1865,2,Rent
10/9/2013,2,Tamil Nadu,2123,1,Rent
16-09-2013,0,A & N Islands,1906,2,Rent
16-09-2013,2,Daman & Diu,1658,3,Rent
16-09-2013,0,Delhi,1506,2,Rent
16-09-2013,1,Jammu & Kashmir,1276,2,Rent
16-09-2013,2,Kerala,2245,2,Rent
26-12-2013,0,Chandigarh,1629,2,Rent
26-12-2013,3,Himachal Pradesh,1833,3,Rent
26-12-2013,0,Telangana,1618,3,Rent
3/1/2014,3,Chandigarh,741,3,Rent
3/1/2014,0,Haryana,1142,3,Rent
3/1/2014,3,Himachal Pradesh,605,1,Rent
3/1/2014,0,Telangana,768,1,Rent
3/1/2014,1,Uttarakhand,2315,3,Rent
11/1/2014,2,Chhattisgarh,872,2,Rent
11/1/2014,2,Chhattisgarh,2140,2,Rent
11/1/2014,2,Goa,2120,1,Rent
11/1/2014,2,Goa,1901,3,Rent
11/1/2014,3,Meghalaya,1653,3,Rent
11/1/2014,2,Meghalaya,2254,2,Rent
11/1/2014,1,Orissa,1820,3,Rent
11/1/2014,3,Orissa,1834,3,Rent
13-02-2014,2,Delhi,707,2,Rent
13-02-2014,1,Kerala,2303,2,Rent
17-02-2014,3,Chhattisgarh,2154,2,Rent
17-02-2014,1,Goa,1243,2,Rent
17-02-2014,0,Meghalaya,1880,1,Rent
17-02-2014,1,Orissa,1513,3,Rent
18-02-2014,3,A & N Islands,1506,2,Rent
18-02-2014,3,Daman & Diu,909,1,Rent
18-02-2014,1,Delhi,1229,3,Rent
18-02-2014,1,Jammu & Kashmir,980,1,Rent
18-02-2014,3,Kerala,1307,1,Rent
27-02-2014,0,A & N Islands,997,1,Rent
27-02-2014,1,Chhattisgarh,1327,3,Rent
27-02-2014,2,Daman & Diu,1925,3,Rent
27-02-2014,2,Jammu & Kashmir,1508,3,Rent
27-02-2014,1,Meghalaya,1375,1,Rent
15-04-2014,2,A & N Islands,2206,1,Rent
15-04-2014,1,Chandigarh,1163,3,Rent
15-04-2014,1,Chhattisgarh,1254,1,Rent
15-04-2014,0,Daman & Diu,1954,3,Rent
15-04-2014,1,Delhi,1594,2,Rent
15-04-2014,0,Himachal Pradesh,2106,1,Rent
15-04-2014,3,Jammu & Kashmir,713,3,Rent
15-04-2014,1,Kerala,1643,2,Rent
15-04-2014,3,Meghalaya,1802,1,Rent
15-04-2014,2,Telangana,1728,3,Rent
9/5/2014,2,Chhattisgarh,2242,2,Rent
9/5/2014,0,D & N Haveli,1520,3,Rent
9/5/2014,3,Delhi,2068,1,Rent
9/5/2014,1,Goa,743,1,Rent
9/5/2014,3,Jammu & Kashmir,1716,3,Rent
9/5/2014,0,Kerala,968,1,Rent
9/5/2014,1,Meghalaya,2162,2,Rent
9/5/2014,2,Orissa,1668,2,Rent
9/5/2014,2,West Bengal,1495,3,Rent
21-05-2014,2,Chhattisgarh,1867,3,Rent
21-05-2014,0,Goa,2000,3,Rent
21-05-2014,2,Meghalaya,1995,1,Rent
21-05-2014,3,Orissa,1213,2,Rent
23-05-2014,1,D & N Haveli,1628,1,Rent
23-05-2014,0,Jammu & Kashmir,1257,2,Rent
23-05-2014,3,West Bengal,1177,1,Rent
16-06-2014,3,Chhattisgarh,1815,3,Rent
16-06-2014,3,Chhattisgarh,2075,3,Rent
16-06-2014,0,Goa,1716,3,Rent
16-06-2014,1,Goa,1188,1,Rent
16-06-2014,3,Meghalaya,838,1,Rent
16-06-2014,1,Meghalaya,971,2,Rent
16-06-2014,2,Orissa,1845,2,Rent
16-06-2014,0,Orissa,2364,2,Rent
6/7/2014,0,Chhattisgarh,1083,2,Rent
6/7/2014,0,Chhattisgarh,901,1,Rent
6/7/2014,3,Goa,1512,2,Rent
6/7/2014,1,Goa,1849,1,Rent
6/7/2014,1,Meghalaya,720,1,Rent
6/7/2014,3,Meghalaya,1234,1,Rent
6/7/2014,0,Orissa,677,3,Rent
6/7/2014,0,Orissa,1413,1,Rent
16-07-2014,0,Chandigarh,826,1,Rent
16-07-2014,3,Himachal Pradesh,2239,2,Rent
16-07-2014,3,Jammu & Kashmir,867,2,Rent
16-07-2014,0,Karnataka,2049,1,Rent
16-07-2014,0,Telangana,2021,3,Rent
18-07-2014,3,A & N Islands,1519,2,Rent
18-07-2014,2,A & N Islands,2252,1,Rent
18-07-2014,2,Chhattisgarh,1102,3,Rent
18-07-2014,3,Chhattisgarh,2308,1,Rent
18-07-2014,3,Haryana,2098,3,Rent
18-07-2014,0,Haryana,2379,3,Rent
18-07-2014,3,Meghalaya,1445,1,Rent
18-07-2014,3,Meghalaya,1531,3,Rent
18-07-2014,0,Tamil Nadu,2262,1,Rent
18-07-2014,0,Tamil Nadu,609,2,Rent
25-07-2014,2,Chhattisgarh,847,3,Rent
25-07-2014,3,D & N Haveli,806,3,Rent
25-07-2014,3,Delhi,1575,2,Rent
25-07-2014,3,Goa,2215,3,Rent
25-07-2014,1,Jammu & Kashmir,1763,1,Rent
25-07-2014,1,Kerala,1375,3,Rent
25-07-2014,2,Meghalaya,1238,3,Rent
25-07-2014,3,Orissa,1801,3,Rent
25-07-2014,2,West Bengal,1501,3,Rent
29-08-2014,3,Himachal Pradesh,1693,3,Rent
29-08-2014,0,Tripura,1822,1,Rent
29-08-2014,1,Uttar Pradesh,2014,1,Rent
3/9/2014,1,Chhattisgarh,1148,1,Rent
3/9/2014,2,Goa,782,2,Rent
3/9/2014,2,Meghalaya,1347,1,Rent
3/9/2014,2,Orissa,729,2,Rent
1/10/2014,1,A & N Islands,1789,3,Rent
1/10/2014,2,Chhattisgarh,2026,1,Rent
1/10/2014,0,Haryana,2042,2,Rent
1/10/2014,2,Meghalaya,792,2,Rent
1/10/2014,2,Tamil Nadu,1804,2,Rent
11/10/2014,0,A & N Islands,892,1,Rent
11/10/2014,2,Chhattisgarh,1692,3,Rent
11/10/2014,0,D & N Haveli,979,3,Rent
11/10/2014,3,Daman & Diu,1972,3,Rent
